study,condition_arm1,condition_arm2,multi_arm1,multi_arm2,outcome_type,instrument,rating,instrument_symptom,primary_instrument,cov_time_point,study_time_point,time_days,time_weeks,primary_timepoint,post_crossover,n_arm1,mean_arm1,sd_arm1,n_arm2,mean_arm2,sd_arm2,n_change_arm1,mean_change_arm1,sd_change_arm1,n_change_arm2,mean_change_arm2,sd_change_arm2,event_arm1,totaln_arm1,event_arm2,totaln_arm2,baseline_m_arm1,baseline_sd_arm1,baseline_n_arm1,baseline_m_arm2,baseline_sd_arm2,baseline_n_arm2,d1,d2,d3,d4,d5,rob,year,drug_arm1,drug_arm2,dose_arm1,dose_arm2,name_arm1,name_arm2,n_dosing_sessions,cumulative_dose_arm1,cumulative_dose_arm2,dose_days,dose_weeks,mean_age,percent_women,diagnosis,target_group,design,blinding,doi,registration_number,full_ref
Grob 2011,psil,ncn,NA,NA,msd,stai (trait),self-report,trait anxiety,0,Post-first dose 1,1 day after experimental session,1,0.14,0,1,12.0,37.988,8.296523368254922,12.0,39.787,11.660166036553681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,1,14.0,250.0,1,0.14,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,stai (trait),self-report,trait anxiety,0,Post-first dose 2,2 weeks after experimental session,14,2.0,1,1,12.0,35.725,9.245687210802666,12.0,39.323,13.468427079655589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,1,14.0,250.0,14,2.0,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,stai (state),self-report,state anxiety,0,Pre-first dose 1,1 day before experimental session,-1,-0.14,0,1,12.0,39.572,12.654363200098217,12.0,34.842,12.654363200098217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,0,0.0,0.0,NA,NA,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,stai (state),self-report,state anxiety,0,DOSE 1,conclusion of experimental session (6 hours after),0,0.0,0,1,12.0,26.082,7.8808311744383905,12.0,29.435,8.299987469870059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,1,14.0,250.0,0,0.0,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,stai (state),self-report,state anxiety,0,Post-first dose 1,1 day after experimental session,1,0.14,0,1,12.0,29.838,8.920061658979717,12.0,34.867,10.995058526447233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,1,14.0,250.0,1,0.14,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,stai (state),self-report,state anxiety,0,Post-first dose 2,2 weeks after experimental session,14,2.0,1,1,12.0,35.269,11.19944052174036,12.0,40.12,12.44651710318995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,1,14.0,250.0,14,2.0,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,poms,self-report,mood,0,Pre-first dose 1,1 day before experimental session,-1,-0.14,0,1,12.0,11.32,10.485835589021983,12.0,4.53,6.838136588281927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,0,0.0,0.0,NA,NA,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,poms,self-report,mood,0,DOSE 1,conclusion of experimental session (6 hours after),0,0.0,0,1,12.0,4.985,8.843851423446687,12.0,6.853,12.21788639659086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,1,14.0,250.0,0,0.0,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,poms,self-report,mood,0,Post-first dose 1,1 day after experimental session,1,0.14,0,1,12.0,5.071,8.202992624646201,12.0,5.492,7.11180061587781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,1,14.0,250.0,1,0.14,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,poms,self-report,mood,0,Post-first dose 2,2 weeks after experimental session,14,2.0,1,1,12.0,6.0,9.571312762625615,12.0,8.842,10.2121715614261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,1,14.0,250.0,14,2.0,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Krempien 2023,psil-d,psil-d,16 mg,12 mg,msd,madrs,clinician,depression,1,Post-first dose 4,Day 21,21,3.0,1,NA,9.0,16.556,6.146,15.0,15.867,8.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.444,4.035,9.0,32.611,3.664,18.0,NA,NA,NA,NA,NA,NA,2023,CYB003 deuterated psilocin,CYB003 deuterated psilocin,16 mg,12 mg,16 mg group,12 mg group,1,16.0,12.0,21,3.0,NA,NA,mdd,mdd,parallel,double-blind,10.1038/s41386-023-01755-5,NCT05385783,"Krempien, S., Inamdar, A., Shenouda, M., Johnson, K., Maass-Robinsin, S., Johnson, M., Kelman, A., Nathan, P., Belser, A., Pathare, P., House-Gecewicz, A., Sorie, A., Bartlone, A., Varty, G., Morgan, M., Avery, K., Muhammad, A., Nivorozhkin, A., & Palfreyman, M. (2023). Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of CYB003, a Deuterated Psilocybin Analog in Patients With Major Depressive Disorder. NEUROPSYCHOPHARMACOLOGY, 48, 195–196"
Krempien 2023,psil-d,pcb,16 mg,NA,msd,madrs,clinician,depression,1,Post-first dose 4,Day 21,21,3.0,1,NA,9.0,16.556,6.146,9.0,29.0,5.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.444,4.035,9.0,31.556,4.927,9.0,NA,NA,NA,NA,NA,NA,2023,CYB003 deuterated psilocin,placebo,16 mg,NA,16 mg group,placebo,1,16.0,NA,21,3.0,NA,NA,mdd,mdd,parallel,double-blind,10.1038/s41386-023-01755-5,NCT05385783,"Krempien, S., Inamdar, A., Shenouda, M., Johnson, K., Maass-Robinsin, S., Johnson, M., Kelman, A., Nathan, P., Belser, A., Pathare, P., House-Gecewicz, A., Sorie, A., Bartlone, A., Varty, G., Morgan, M., Avery, K., Muhammad, A., Nivorozhkin, A., & Palfreyman, M. (2023). Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of CYB003, a Deuterated Psilocybin Analog in Patients With Major Depressive Disorder. NEUROPSYCHOPHARMACOLOGY, 48, 195–196"
Krempien 2023,psil-d,pcb,12 mg,NA,msd,madrs,clinician,depression,1,Post-first dose 4,Day 21,21,3.0,1,NA,15.0,15.867,8.684,9.0,29.0,5.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.611,3.664,18.0,31.556,4.927,9.0,NA,NA,NA,NA,NA,NA,2023,CYB003 deuterated psilocin,placebo,12 mg,NA,12 mg group,placebo,1,12.0,NA,21,3.0,NA,NA,mdd,mdd,parallel,double-blind,10.1038/s41386-023-01755-5,NCT05385783,"Krempien, S., Inamdar, A., Shenouda, M., Johnson, K., Maass-Robinsin, S., Johnson, M., Kelman, A., Nathan, P., Belser, A., Pathare, P., House-Gecewicz, A., Sorie, A., Bartlone, A., Varty, G., Morgan, M., Avery, K., Muhammad, A., Nivorozhkin, A., & Palfreyman, M. (2023). Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of CYB003, a Deuterated Psilocybin Analog in Patients With Major Depressive Disorder. NEUROPSYCHOPHARMACOLOGY, 48, 195–196"
Back 2024,psil,ncn,NA,NA,msd,madrs,clinician,depression,1,Pre-first dose 1,Day -8,-8,-1.14,0,NA,15.0,27.67,5.27,15.0,28.4,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Low,Low,Low,Low,Low,2024,psilocybin,niacin,25 mg,100 mg,psilocybin arm,niacin arm,0,0.0,0.0,NA,NA,38.0,50.0,dep,covid practitioners with persistent depression symptoms,parallel,double-blind,10.1001/jamanetworkopen.2024.49026,NCT05163496,"Back, A. L., Freeman-Young, T. K., Morgan, L., Sethi, T., Baker, K. K., Myers, S., McGregor, B. A., Harvey, K., Tai, M., Kollefrath, A., Thomas, B. J., Sorta, D., Kaelen, M., Kelmendi, B., & Gooley, T. A. (2024). Psilocybin Therapy for Clinicians With Symptoms of Depression From Frontline Care During the COVID-19 Pandemic: A Randomized Clinical Trial. JAMA Network Open, 7(12), e2449026. https://doi.org/10.1001/jamanetworkopen.2024.49026"
Back 2024,psil,ncn,NA,NA,msd,madrs,clinician,depression,1,Post-first dose 4,Day 28,28,4.0,1,NA,15.0,6.33,6.72,15.0,19.07,10.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Low,Low,Low,Low,Low,2024,psilocybin,niacin,25 mg,100 mg,psilocybin arm,niacin arm,1,25.0,100.0,28,4.0,38.0,50.0,dep,covid practitioners with persistent depression symptoms,parallel,double-blind,10.1001/jamanetworkopen.2024.49026,NCT05163496,"Back, A. L., Freeman-Young, T. K., Morgan, L., Sethi, T., Baker, K. K., Myers, S., McGregor, B. A., Harvey, K., Tai, M., Kollefrath, A., Thomas, B. J., Sorta, D., Kaelen, M., Kelmendi, B., & Gooley, T. A. (2024). Psilocybin Therapy for Clinicians With Symptoms of Depression From Frontline Care During the COVID-19 Pandemic: A Randomized Clinical Trial. JAMA Network Open, 7(12), e2449026. https://doi.org/10.1001/jamanetworkopen.2024.49026"
Back 2024,psil,ncn,NA,NA,msd,spfi-b,self-report,burnout,0,Pre-first dose 1,Day -8,-8,-1.14,0,NA,15.0,12.0,3.87,15.0,12.33,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Low,Low,Low,Low,Low,2024,psilocybin,niacin,25 mg,100 mg,psilocybin arm,niacin arm,0,0.0,0.0,NA,NA,38.0,50.0,dep,covid practitioners with persistent depression symptoms,parallel,double-blind,10.1001/jamanetworkopen.2024.49026,NCT05163496,"Back, A. L., Freeman-Young, T. K., Morgan, L., Sethi, T., Baker, K. K., Myers, S., McGregor, B. A., Harvey, K., Tai, M., Kollefrath, A., Thomas, B. J., Sorta, D., Kaelen, M., Kelmendi, B., & Gooley, T. A. (2024). Psilocybin Therapy for Clinicians With Symptoms of Depression From Frontline Care During the COVID-19 Pandemic: A Randomized Clinical Trial. JAMA Network Open, 7(12), e2449026. https://doi.org/10.1001/jamanetworkopen.2024.49026"
Back 2024,psil,ncn,NA,NA,msd,spfi-b,self-report,burnout,0,Post-first dose 4,Day 28,28,4.0,1,NA,15.0,5.6,3.37,15.0,10.0,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Low,Low,Low,Low,Low,2024,psilocybin,niacin,25 mg,100 mg,psilocybin arm,niacin arm,1,25.0,100.0,28,4.0,38.0,50.0,dep,covid practitioners with persistent depression symptoms,parallel,double-blind,10.1001/jamanetworkopen.2024.49026,NCT05163496,"Back, A. L., Freeman-Young, T. K., Morgan, L., Sethi, T., Baker, K. K., Myers, S., McGregor, B. A., Harvey, K., Tai, M., Kollefrath, A., Thomas, B. J., Sorta, D., Kaelen, M., Kelmendi, B., & Gooley, T. A. (2024). Psilocybin Therapy for Clinicians With Symptoms of Depression From Frontline Care During the COVID-19 Pandemic: A Randomized Clinical Trial. JAMA Network Open, 7(12), e2449026. https://doi.org/10.1001/jamanetworkopen.2024.49026"
Back 2024,psil,ncn,NA,NA,msd,pcl-5,self-report,ptsd,0,Pre-first dose 1,Day -8,-8,-1.14,0,NA,15.0,32.47,13.91,15.0,36.2,13.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Low,Low,Low,Low,Low,2024,psilocybin,niacin,25 mg,100 mg,psilocybin arm,niacin arm,0,0.0,0.0,NA,NA,38.0,50.0,dep,covid practitioners with persistent depression symptoms,parallel,double-blind,10.1001/jamanetworkopen.2024.49026,NCT05163496,"Back, A. L., Freeman-Young, T. K., Morgan, L., Sethi, T., Baker, K. K., Myers, S., McGregor, B. A., Harvey, K., Tai, M., Kollefrath, A., Thomas, B. J., Sorta, D., Kaelen, M., Kelmendi, B., & Gooley, T. A. (2024). Psilocybin Therapy for Clinicians With Symptoms of Depression From Frontline Care During the COVID-19 Pandemic: A Randomized Clinical Trial. JAMA Network Open, 7(12), e2449026. https://doi.org/10.1001/jamanetworkopen.2024.49026"
Back 2024,psil,ncn,NA,NA,msd,pcl-5,self-report,ptsd,0,Post-first dose 4,Day 28,28,4.0,1,NA,15.0,15.8,15.12,15.0,29.47,13.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Low,Low,Low,Low,Low,2024,psilocybin,niacin,25 mg,100 mg,psilocybin arm,niacin arm,1,25.0,100.0,28,4.0,38.0,50.0,dep,covid practitioners with persistent depression symptoms,parallel,double-blind,10.1001/jamanetworkopen.2024.49026,NCT05163496,"Back, A. L., Freeman-Young, T. K., Morgan, L., Sethi, T., Baker, K. K., Myers, S., McGregor, B. A., Harvey, K., Tai, M., Kollefrath, A., Thomas, B. J., Sorta, D., Kaelen, M., Kelmendi, B., & Gooley, T. A. (2024). Psilocybin Therapy for Clinicians With Symptoms of Depression From Frontline Care During the COVID-19 Pandemic: A Randomized Clinical Trial. JAMA Network Open, 7(12), e2449026. https://doi.org/10.1001/jamanetworkopen.2024.49026"
Rieser 2025,psil,pcb,NA,NA,msd,bdi,self-report,depression,1,Flexible Timepoint 1,Day -14,-14,-2.0,0,NA,18.0,12.72,8.37,19.0,12.21,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,8.99,18.0,11.05,8.02,19.0,Low,Low,Some concerns,Some concerns,Low,Some concerns,2025,psilocybin,mannitol,25 mg,NA,psilocybin,placebo,0,0.0,0.0,NA,NA,37.3,37.8,aud,aud,parallel,double-blind,10.1016/j.eclinm.2025.103149,NCT04141501,"Rieser, N. M., Bitar, R., Halm, S., Rossgoderer, C., Gubser, L. P., Thévenaz, M., Kreis, Y., Rotz, R. von, Nordt, C., Visentini, M., Moujaes, F., Engeli, E. J. E., Ort, A., Seifritz, E., Vollenweider, F. X., Herdener, M., & Preller, K. H. (2025). Psilocybin-assisted therapy for relapse prevention in alcohol use disorder: A phase 2 randomized clinical trial. eClinicalMedicine, 82. https://doi.org/10.1016/j.eclinm.2025.103149"
Rieser 2025,psil,pcb,NA,NA,msd,bdi,self-report,depression,1,Post-first dose 1,Day 1,1,0.14,0,NA,18.0,6.11,5.61,19.0,8.61,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,8.99,18.0,11.05,8.02,19.0,Low,Low,Some concerns,Some concerns,Low,Some concerns,2025,psilocybin,mannitol,25 mg,NA,psilocybin,placebo,1,25.0,NA,1,0.14,37.3,37.8,aud,aud,parallel,double-blind,10.1016/j.eclinm.2025.103149,NCT04141501,"Rieser, N. M., Bitar, R., Halm, S., Rossgoderer, C., Gubser, L. P., Thévenaz, M., Kreis, Y., Rotz, R. von, Nordt, C., Visentini, M., Moujaes, F., Engeli, E. J. E., Ort, A., Seifritz, E., Vollenweider, F. X., Herdener, M., & Preller, K. H. (2025). Psilocybin-assisted therapy for relapse prevention in alcohol use disorder: A phase 2 randomized clinical trial. eClinicalMedicine, 82. https://doi.org/10.1016/j.eclinm.2025.103149"
Rieser 2025,psil,pcb,NA,NA,msd,bdi,self-report,depression,1,Post-first dose 2,Day 14,14,2.0,0,NA,18.0,7.17,7.13,18.0,10.79,10.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,8.99,18.0,11.05,8.02,19.0,Low,Low,Some concerns,Some concerns,Low,Some concerns,2025,psilocybin,mannitol,25 mg,NA,psilocybin,placebo,1,25.0,NA,14,2.0,37.3,37.8,aud,aud,parallel,double-blind,10.1016/j.eclinm.2025.103149,NCT04141501,"Rieser, N. M., Bitar, R., Halm, S., Rossgoderer, C., Gubser, L. P., Thévenaz, M., Kreis, Y., Rotz, R. von, Nordt, C., Visentini, M., Moujaes, F., Engeli, E. J. E., Ort, A., Seifritz, E., Vollenweider, F. X., Herdener, M., & Preller, K. H. (2025). Psilocybin-assisted therapy for relapse prevention in alcohol use disorder: A phase 2 randomized clinical trial. eClinicalMedicine, 82. https://doi.org/10.1016/j.eclinm.2025.103149"
Rieser 2025,psil,pcb,NA,NA,msd,bdi,self-report,depression,1,Post-first dose 3,Day 30,30,4.29,1,NA,18.0,7.17,7.13,19.0,10.79,10.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,8.99,18.0,11.05,8.02,19.0,Low,Low,Some concerns,Some concerns,Low,Some concerns,2025,psilocybin,mannitol,25 mg,NA,psilocybin,placebo,1,25.0,NA,30,4.29,37.3,37.8,aud,aud,parallel,double-blind,10.1016/j.eclinm.2025.103149,NCT04141501,"Rieser, N. M., Bitar, R., Halm, S., Rossgoderer, C., Gubser, L. P., Thévenaz, M., Kreis, Y., Rotz, R. von, Nordt, C., Visentini, M., Moujaes, F., Engeli, E. J. E., Ort, A., Seifritz, E., Vollenweider, F. X., Herdener, M., & Preller, K. H. (2025). Psilocybin-assisted therapy for relapse prevention in alcohol use disorder: A phase 2 randomized clinical trial. eClinicalMedicine, 82. https://doi.org/10.1016/j.eclinm.2025.103149"
Rieser 2025,psil,pcb,NA,NA,msd,bdi,self-report,depression,1,Post-first dose 4,Day 96,96,13.71,0,NA,17.0,7.76,7.97,18.0,14.0,12.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,8.99,18.0,11.05,8.02,19.0,Low,Low,Some concerns,Some concerns,Low,Some concerns,2025,psilocybin,mannitol,25 mg,NA,psilocybin,placebo,1,25.0,NA,96,13.71,37.3,37.8,aud,aud,parallel,double-blind,10.1016/j.eclinm.2025.103149,NCT04141501,"Rieser, N. M., Bitar, R., Halm, S., Rossgoderer, C., Gubser, L. P., Thévenaz, M., Kreis, Y., Rotz, R. von, Nordt, C., Visentini, M., Moujaes, F., Engeli, E. J. E., Ort, A., Seifritz, E., Vollenweider, F. X., Herdener, M., & Preller, K. H. (2025). Psilocybin-assisted therapy for relapse prevention in alcohol use disorder: A phase 2 randomized clinical trial. eClinicalMedicine, 82. https://doi.org/10.1016/j.eclinm.2025.103149"
